date,mandi_id,commodity,price,arrivals,arrivals_log,is_missing,is_unstable,is_valid_training,split
2023-04-11,anekal_apmc,onion,2418.46,63.49,4.166510173022286,0,0,1,train
2023-04-12,anekal_apmc,onion,2605.04,59.04,4.095011006765261,0,0,1,train
2023-04-13,anekal_apmc,onion,2490.92,62.61,4.152770690690713,0,0,1,train
2023-04-14,anekal_apmc,onion,2676.25,56.84,4.057680577850509,0,0,1,train
2023-04-15,anekal_apmc,onion,,,0.0,1,0,0,train
2023-04-16,anekal_apmc,onion,2584.33,60.83,4.124388683570477,0,0,1,train
2023-04-17,anekal_apmc,onion,2418.16,55.96,4.04234926710372,0,0,1,train
2023-04-18,anekal_apmc,onion,2474.0,63.54,4.167285186623816,0,0,1,train
2023-04-19,anekal_apmc,onion,2491.31,57.36,4.066630723654585,0,0,1,train
2023-04-20,anekal_apmc,onion,2489.38,57.78,4.073801660990771,0,0,1,train
2023-04-21,anekal_apmc,onion,2354.57,64.26,4.178379291165174,0,0,1,train
2023-04-22,anekal_apmc,onion,,,0.0,1,0,0,train
2023-04-23,anekal_apmc,onion,2556.52,47.21,3.875566468417531,0,0,1,train
2023-04-24,anekal_apmc,onion,2535.66,59.41,4.101154654150649,0,0,1,train
2023-04-25,anekal_apmc,onion,2455.68,55.71,4.037950562025936,0,0,1,train
2023-04-26,anekal_apmc,onion,2330.12,71.88,4.288814252951703,0,0,1,train
2023-04-27,anekal_apmc,onion,2622.51,56.76,4.05629649458457,0,0,1,train
2023-04-28,anekal_apmc,onion,2635.23,60.26,4.115127101404629,0,0,1,train
2023-04-29,anekal_apmc,onion,2587.85,56.59,4.053348941518581,0,0,1,train
2023-04-30,anekal_apmc,onion,2520.87,55.0,4.02535169073515,0,0,1,train
2023-05-01,anekal_apmc,onion,2464.46,66.1,4.206184043977636,0,0,1,train
2023-05-02,anekal_apmc,onion,2151.26,62.29,4.147727338787214,0,0,1,train
2023-05-03,anekal_apmc,onion,2276.68,61.92,4.1418640781900775,0,0,1,train
2023-05-04,anekal_apmc,onion,2286.04,59.11,4.09617621705107,0,0,1,train
2023-05-05,anekal_apmc,onion,,,0.0,1,0,0,train
2023-05-06,anekal_apmc,onion,2382.83,70.04,4.2632430986839145,0,0,1,train
2023-05-07,anekal_apmc,onion,2342.33,65.0,4.189654742026425,0,0,1,train
2023-05-08,anekal_apmc,onion,2232.55,57.79,4.073971772414164,0,0,1,train
2023-05-09,anekal_apmc,onion,2244.59,72.9,4.302712827954156,0,0,1,train
2023-05-10,anekal_apmc,onion,2310.57,56.36,4.0493471962913645,0,0,1,train
2023-05-11,anekal_apmc,onion,2373.8,62.81,4.155909917880256,0,0,1,train
2023-05-12,anekal_apmc,onion,2102.88,75.92,4.342765920720579,0,0,1,train
2023-05-13,anekal_apmc,onion,2314.84,63.58,4.167904765330129,0,0,1,train
2023-05-14,anekal_apmc,onion,2339.43,69.78,4.259576474917317,0,0,1,train
2023-05-15,anekal_apmc,onion,2475.22,57.54,4.06971028126374,0,0,1,train
2023-05-16,anekal_apmc,onion,2295.86,60.11,4.1126755189068245,0,0,1,train
2023-05-17,anekal_apmc,onion,2297.1,54.98,4.0249944840873075,0,0,1,train
2023-05-18,anekal_apmc,onion,2458.27,62.88,4.1570063233468115,0,0,1,train
2023-05-19,anekal_apmc,onion,2307.9,61.83,4.140432666414855,0,0,1,train
2023-05-20,anekal_apmc,onion,2190.93,70.82,4.274162988797936,0,0,1,train
2023-05-21,anekal_apmc,onion,2271.1,66.38,4.2103482379784065,0,0,1,train
2023-05-22,anekal_apmc,onion,2249.73,63.4,4.165113633110308,0,0,1,train
2023-05-23,anekal_apmc,onion,2392.69,75.77,4.3408139388398075,0,0,1,train
2023-05-24,anekal_apmc,onion,2355.14,59.3,4.09933210373314,0,0,1,train
2023-05-25,anekal_apmc,onion,,,0.0,1,0,0,train
2023-05-26,anekal_apmc,onion,2455.96,57.18,4.063541653067055,0,0,1,train
2023-05-27,anekal_apmc,onion,2306.95,58.25,4.081765780015241,0,0,1,train
2023-05-28,anekal_apmc,onion,2509.17,64.85,4.18737942818929,0,0,1,train
2023-05-29,anekal_apmc,onion,2245.99,65.45,4.196449785159254,0,0,1,train
2023-05-30,anekal_apmc,onion,2271.97,57.92,4.076180591594429,0,0,1,train
2023-05-31,anekal_apmc,onion,2239.48,62.37,4.148990563335426,0,0,1,train
2023-06-01,anekal_apmc,onion,2076.39,63.39,4.164958341550092,0,0,1,train
2023-06-02,anekal_apmc,onion,2002.89,68.58,4.242477169723796,0,0,1,train
2023-06-03,anekal_apmc,onion,2166.91,64.15,4.176692303570854,0,0,1,train
2023-06-04,anekal_apmc,onion,1939.64,63.26,4.162937353687712,0,0,1,train
2023-06-05,anekal_apmc,onion,2005.44,69.47,4.255187087338931,0,0,1,train
2023-06-06,anekal_apmc,onion,1911.1,72.01,4.290596418067994,0,0,1,train
2023-06-07,anekal_apmc,onion,2072.73,72.08,4.291554731509806,0,0,1,train
2023-06-08,anekal_apmc,onion,2129.74,71.12,4.2783313983351166,0,0,1,train
2023-06-09,anekal_apmc,onion,1914.2,77.58,4.364117214130314,0,0,1,train
2023-06-10,anekal_apmc,onion,1815.55,70.97,4.276249365519713,0,0,1,train
2023-06-11,anekal_apmc,onion,2053.61,74.88,4.3291531450668135,0,0,1,train
2023-06-12,anekal_apmc,onion,2040.82,69.48,4.255328981627924,0,0,1,train
2023-06-13,anekal_apmc,onion,2150.34,70.6,4.2710950739666,0,0,1,train
2023-06-14,anekal_apmc,onion,1983.96,68.65,4.243482700225814,0,0,1,train
2023-06-15,anekal_apmc,onion,2170.02,55.38,4.032114485685967,0,0,1,train
2023-06-16,anekal_apmc,onion,2070.11,70.55,4.27039650600246,0,0,1,train
2023-06-17,anekal_apmc,onion,2194.1,65.31,4.194340715380776,0,0,1,train
2023-06-18,anekal_apmc,onion,2113.53,60.44,4.118061088839417,0,0,1,train
2023-06-19,anekal_apmc,onion,1817.31,76.84,4.354655437877749,0,0,1,train
2023-06-20,anekal_apmc,onion,2021.97,69.81,4.260000233663683,0,0,1,train
2023-06-21,anekal_apmc,onion,2075.74,66.48,4.211831257677767,0,0,1,train
2023-06-22,anekal_apmc,onion,1872.13,69.39,4.25405120762004,0,0,1,train
2023-06-23,anekal_apmc,onion,2022.35,68.64,4.243339114899988,0,0,1,train
2023-06-24,anekal_apmc,onion,1886.45,79.7,4.390738575275903,0,0,1,train
2023-06-25,anekal_apmc,onion,1818.34,67.66,4.229166788029546,0,0,1,train
2023-06-26,anekal_apmc,onion,1904.76,70.39,4.268157803514369,0,0,1,train
2023-06-27,anekal_apmc,onion,2031.47,69.5,4.255612709818223,0,0,1,train
2023-06-28,anekal_apmc,onion,2041.49,58.2,4.0809215418899605,0,0,1,train
2023-06-29,anekal_apmc,onion,1889.59,67.14,4.22156441223282,0,0,1,train
2023-06-30,anekal_apmc,onion,2061.76,74.4,4.32280727501391,0,0,1,train
2023-07-01,anekal_apmc,onion,1578.71,83.98,4.442415934686665,0,0,1,train
2023-07-02,anekal_apmc,onion,1670.25,89.97,4.510529781833971,0,0,1,train
2023-07-03,anekal_apmc,onion,1447.8,83.33,4.43473767358655,0,0,1,train
2023-07-04,anekal_apmc,onion,1757.63,68.71,4.244343779498307,0,0,1,train
2023-07-05,anekal_apmc,onion,1666.59,83.59,4.437816056315923,0,0,1,train
2023-07-06,anekal_apmc,onion,1854.56,67.42,4.225665179549459,0,0,1,train
2023-07-07,anekal_apmc,onion,1524.34,95.17,4.56611745872439,0,0,1,train
2023-07-08,anekal_apmc,onion,1661.71,72.5,4.297285406218791,0,0,1,train
2023-07-09,anekal_apmc,onion,1707.35,69.43,4.254619308757319,0,0,1,train
2023-07-10,anekal_apmc,onion,1810.32,71.9,4.289088639014612,0,0,1,train
2023-07-11,anekal_apmc,onion,1723.06,73.38,4.309187088496924,0,0,1,train
2023-07-12,anekal_apmc,onion,1601.87,83.49,4.436633184164753,0,0,1,train
2023-07-13,anekal_apmc,onion,1783.68,72.41,4.29606016612269,0,0,1,train
2023-07-14,anekal_apmc,onion,1669.49,78.19,4.371850028222321,0,0,1,train
2023-07-15,anekal_apmc,onion,1651.82,81.16,4.408668565620303,0,0,1,train
2023-07-16,anekal_apmc,onion,1736.22,74.57,4.325059379032629,0,0,1,train
2023-07-17,anekal_apmc,onion,1672.83,83.74,4.439587745198413,0,0,1,train
2023-07-18,anekal_apmc,onion,1858.29,82.87,4.42926798099632,0,0,1,train
2023-07-19,anekal_apmc,onion,1660.29,78.4,4.37449836825309,0,0,1,train
2023-07-20,anekal_apmc,onion,1696.94,79.75,4.391357962102766,0,0,1,train
2023-07-21,anekal_apmc,onion,1622.15,80.53,4.400971050674819,0,0,1,train
2023-07-22,anekal_apmc,onion,1764.88,83.59,4.437816056315923,0,0,1,train
2023-07-23,anekal_apmc,onion,1756.35,81.62,4.414251781968619,0,0,1,train
2023-07-24,anekal_apmc,onion,1598.95,80.73,4.403421131528038,0,0,1,train
2023-07-25,anekal_apmc,onion,1785.77,78.76,4.379022125653583,0,0,1,train
2023-07-26,anekal_apmc,onion,1771.79,79.42,4.387262901469128,0,0,1,train
2023-07-27,anekal_apmc,onion,1831.69,74.59,4.325323999304086,0,0,1,train
2023-07-28,anekal_apmc,onion,1659.26,87.0,4.477336814478207,0,0,1,train
2023-07-29,anekal_apmc,onion,1773.88,74.89,4.3292849234158215,0,0,1,train
2023-07-30,anekal_apmc,onion,1724.73,82.02,4.419081542624893,0,0,1,train
2023-07-31,anekal_apmc,onion,1584.53,88.08,4.489534842389167,0,0,1,train
2023-08-01,anekal_apmc,onion,1464.85,88.78,4.497362233353786,0,0,1,train
2023-08-02,anekal_apmc,onion,1549.73,77.16,4.358758007734528,0,0,1,train
2023-08-03,anekal_apmc,onion,1610.17,72.75,4.300680995219929,0,0,1,train
2023-08-04,anekal_apmc,onion,1588.46,92.33,4.536141599577656,0,0,1,train
2023-08-05,anekal_apmc,onion,1606.43,86.75,4.4744918623459755,0,0,1,train
2023-08-06,anekal_apmc,onion,1702.65,76.71,4.352983949221151,0,0,1,train
2023-08-07,anekal_apmc,onion,1465.65,82.71,4.427358444671965,0,0,1,train
2023-08-08,anekal_apmc,onion,1497.53,85.4,4.45898767581001,0,0,1,train
2023-08-09,anekal_apmc,onion,1589.27,82.63,4.426402307393435,0,0,1,train
2023-08-10,anekal_apmc,onion,1460.32,86.65,4.473351611367243,0,0,1,train
2023-08-11,anekal_apmc,onion,1402.49,98.41,4.599252712224054,0,0,1,train
2023-08-12,anekal_apmc,onion,1412.12,95.35,4.567987394860375,0,0,1,train
2023-08-13,anekal_apmc,onion,1507.5,82.59,4.4259238957110645,0,0,1,train
2023-08-14,anekal_apmc,onion,1585.23,85.88,4.464527856185625,0,0,1,train
2023-08-15,anekal_apmc,onion,1384.53,92.39,4.536784273121627,0,0,1,train
2023-08-16,anekal_apmc,onion,1492.96,89.42,4.504465481866459,0,0,1,train
2023-08-17,anekal_apmc,onion,1488.87,90.36,4.5148077459077,0,0,1,train
2023-08-18,anekal_apmc,onion,1427.89,82.35,4.423048609196803,0,0,1,train
2023-08-19,anekal_apmc,onion,1493.26,87.46,4.482550472440181,0,0,1,train
2023-08-20,anekal_apmc,onion,1486.98,82.31,4.422568589986818,0,0,1,train
2023-08-21,anekal_apmc,onion,1632.02,74.95,4.330075229041782,0,0,1,train
2023-08-22,anekal_apmc,onion,1353.14,86.13,4.467401256243195,0,0,1,train
2023-08-23,anekal_apmc,onion,1640.63,82.98,4.430578675256047,0,0,1,train
2023-08-24,anekal_apmc,onion,1626.24,88.72,4.496693709652008,0,0,1,train
2023-08-25,anekal_apmc,onion,1505.16,81.24,4.409641801706855,0,0,1,train
2023-08-26,anekal_apmc,onion,1568.25,83.92,4.441709636835055,0,0,1,train
2023-08-27,anekal_apmc,onion,1447.24,95.87,4.573369873438294,0,0,1,train
2023-08-28,anekal_apmc,onion,1548.24,85.56,4.460837815098172,0,0,1,train
2023-08-29,anekal_apmc,onion,1508.39,93.04,4.543720223671869,0,0,1,train
2023-08-30,anekal_apmc,onion,1477.42,94.39,4.557973751157117,0,0,1,train
2023-08-31,anekal_apmc,onion,1332.7,89.07,4.5005871457956514,0,0,1,train
2023-09-01,anekal_apmc,onion,1238.32,104.86,4.662117466429842,0,0,1,train
2023-09-02,anekal_apmc,onion,1309.16,95.82,4.572853584511548,0,0,1,train
2023-09-03,anekal_apmc,onion,1511.84,89.01,4.499920775268994,0,0,1,train
2023-09-04,anekal_apmc,onion,1550.73,91.59,4.528181144459956,0,0,1,train
2023-09-05,anekal_apmc,onion,,,0.0,1,0,0,train
2023-09-06,anekal_apmc,onion,1421.74,92.35,4.536355869987732,0,0,1,train
2023-09-07,anekal_apmc,onion,1522.07,86.14,4.467516020689296,0,0,1,train
2023-09-08,anekal_apmc,onion,1502.83,85.45,4.4595662121293,0,0,1,train
2023-09-09,anekal_apmc,onion,1310.32,102.19,4.636571949127623,0,0,1,train
2023-09-10,anekal_apmc,onion,1395.1,95.14,4.565805462465814,0,0,1,train
2023-09-11,anekal_apmc,onion,1410.86,87.44,4.482324355989245,0,0,1,train
2023-09-12,anekal_apmc,onion,1196.29,103.35,4.647750633523209,0,0,1,train
2023-09-13,anekal_apmc,onion,1342.28,101.82,4.632979886627359,0,0,1,train
2023-09-14,anekal_apmc,onion,1337.24,104.93,4.662778498608405,0,0,1,train
2023-09-15,anekal_apmc,onion,1343.34,95.98,4.574504771677206,0,0,1,train
2023-09-16,anekal_apmc,onion,1441.96,87.38,4.481645699702594,0,0,1,train
2023-09-17,anekal_apmc,onion,1420.54,92.76,4.540738325828703,0,0,1,train
2023-09-18,anekal_apmc,onion,1486.25,94.28,4.556819925047044,0,0,1,train
2023-09-19,anekal_apmc,onion,1207.74,101.35,4.628398312107299,0,0,1,train
2023-09-20,anekal_apmc,onion,1441.59,89.33,4.503469631161752,0,0,1,train
2023-09-21,anekal_apmc,onion,1279.71,94.61,4.560277417097355,0,0,1,train
2023-09-22,anekal_apmc,onion,1454.91,87.75,4.485823428355525,0,0,1,train
2023-09-23,anekal_apmc,onion,1407.25,91.08,4.522657764413627,0,0,1,train
2023-09-24,anekal_apmc,onion,1375.41,102.5,4.639571612705423,0,0,1,train
2023-09-25,anekal_apmc,onion,1494.47,81.27,4.410006521180839,0,0,1,train
2023-09-26,anekal_apmc,onion,1498.36,83.87,4.441120673981586,0,0,1,train
2023-09-27,anekal_apmc,onion,1476.06,78.15,4.371344786327021,0,0,1,train
2023-09-28,anekal_apmc,onion,1659.63,73.56,4.311604170377335,0,0,1,train
2023-09-29,anekal_apmc,onion,1451.42,86.51,4.47175307254774,0,0,1,train
2023-09-30,anekal_apmc,onion,1558.32,86.11,4.467171687830801,0,0,1,train
2023-10-01,anekal_apmc,onion,1491.72,86.0,4.465908118654584,0,0,1,train
2023-10-02,anekal_apmc,onion,,,0.0,1,0,0,train
2023-10-03,anekal_apmc,onion,1448.4,89.38,4.504023003983134,0,0,1,train
2023-10-04,anekal_apmc,onion,1379.77,89.3,4.5031374604229395,0,0,1,train
2023-10-05,anekal_apmc,onion,1492.91,81.75,4.415824014257172,0,0,1,train
2023-10-06,anekal_apmc,onion,1494.38,91.42,4.5263434054421205,0,0,1,train
2023-10-07,anekal_apmc,onion,1541.45,88.27,4.4916654851912705,0,0,1,train
2023-10-08,anekal_apmc,onion,1560.13,80.38,4.399129542573544,0,0,1,train
2023-10-09,anekal_apmc,onion,1333.88,98.74,4.602566800117977,0,0,1,train
2023-10-10,anekal_apmc,onion,1426.25,94.95,4.563827222453709,0,0,1,train
2023-10-11,anekal_apmc,onion,1482.55,96.34,4.5782100044053085,0,0,1,train
2023-10-12,anekal_apmc,onion,1316.4,99.73,4.612443669954589,0,0,1,train
2023-10-13,anekal_apmc,onion,1279.45,93.45,4.548070593947519,0,0,1,train
2023-10-14,anekal_apmc,onion,1478.91,90.19,4.512945241945574,0,0,1,train
2023-10-15,anekal_apmc,onion,1512.42,93.8,4.551769409260976,0,0,1,train
2023-10-16,anekal_apmc,onion,1579.52,84.63,4.450035689038101,0,0,1,train
2023-10-17,anekal_apmc,onion,1395.64,88.64,4.495801648932726,0,0,1,train
2023-10-18,anekal_apmc,onion,1367.7,97.69,4.591983624183916,0,0,1,train
2023-10-19,anekal_apmc,onion,1481.24,86.68,4.473693823199706,0,0,1,train
2023-10-20,anekal_apmc,onion,1570.37,82.08,4.419803999007912,0,0,1,train
2023-10-21,anekal_apmc,onion,1474.37,90.21,4.513164540192067,0,0,1,train
2023-10-22,anekal_apmc,onion,1551.44,80.69,4.4029315953537775,0,0,1,train
2023-10-23,anekal_apmc,onion,1654.44,82.18,4.421006934314765,0,0,1,train
2023-10-24,anekal_apmc,onion,1378.59,90.54,4.516776035225496,0,0,1,train
2023-10-25,anekal_apmc,onion,1658.74,84.93,4.453533011325132,0,0,1,train
2023-10-26,anekal_apmc,onion,1441.17,96.54,4.5802625502819065,0,0,1,train
2023-10-27,anekal_apmc,onion,1382.68,88.7,4.49647076906475,0,0,1,train
2023-10-28,anekal_apmc,onion,1410.65,90.02,4.5110792625884955,0,0,1,train
2023-10-29,anekal_apmc,onion,1356.82,87.15,4.4790399088438795,0,0,1,train
2023-10-30,anekal_apmc,onion,1497.3,87.61,4.484244718059211,0,0,1,train
2023-10-31,anekal_apmc,onion,1528.43,90.28,4.51393170555382,0,0,1,train
2023-11-01,anekal_apmc,onion,1870.94,64.01,4.174541104216377,0,0,1,train
2023-11-02,anekal_apmc,onion,1694.21,75.23,4.333755086000182,0,0,1,train
2023-11-03,anekal_apmc,onion,1563.72,86.99,4.477223171657469,0,0,1,train
2023-11-04,anekal_apmc,onion,1814.87,76.55,4.350922889622548,0,0,1,train
2023-11-05,anekal_apmc,onion,1605.0,79.24,4.38502214365368,0,0,1,train
2023-11-06,anekal_apmc,onion,1687.41,80.0,4.394449154672439,0,0,1,train
2023-11-07,anekal_apmc,onion,1610.14,80.68,4.402809173856411,0,0,1,train
2023-11-08,anekal_apmc,onion,1706.0,89.23,4.50236196600641,0,0,1,train
2023-11-09,anekal_apmc,onion,1687.78,77.95,4.3688147407016515,0,0,1,train
2023-11-10,anekal_apmc,onion,1810.89,81.77,4.416065676897304,0,0,1,train
2023-11-11,anekal_apmc,onion,1717.31,75.52,4.337552144572052,0,0,1,train
2023-11-12,anekal_apmc,onion,1893.14,65.67,4.199755076629969,0,0,1,train
2023-11-13,anekal_apmc,onion,1588.76,87.54,4.483454427303995,0,0,1,train
2023-11-14,anekal_apmc,onion,1669.42,85.65,4.4618770161616155,0,0,1,train
2023-11-15,anekal_apmc,onion,1874.44,69.35,4.253482783560398,0,0,1,train
2023-11-16,anekal_apmc,onion,1720.21,75.49,4.337160013333775,0,0,1,train
2023-11-17,anekal_apmc,onion,1686.86,72.67,4.299595660694722,0,0,1,train
2023-11-18,anekal_apmc,onion,1765.41,81.38,4.411342689007935,0,0,1,train
2023-11-19,anekal_apmc,onion,1853.21,79.21,4.384648195378833,0,0,1,train
2023-11-20,anekal_apmc,onion,1582.38,86.92,4.4764273100953655,0,0,1,train
2023-11-21,anekal_apmc,onion,1759.24,75.75,4.340553386467307,0,0,1,train
